"Id";"Version";"TypeId";"Name";"IsActive"
"768";"1669134452";"11";"Специальный, машина каналопромывочная";"true"
"769";"1669134452";"37";"Автогрейдер колесный";"true"
"770";"1669134452";"33";"Комбайн кормоуборочный самоходный высокопроизводительный";"true"
"771";"1669134452";"162";"Прицеп специальный тракторный";"true"
"772";"1669134452";"12";"Специальный, катафалк";"true"
"773";"1669134452";"16";"Специальный, портальный погрузчик";"true"
"774";"1669134452";"49";"Установка сваебойная копровая";"true"
"775";"1669134452";"25";"Специализированный, прицеп-тяжеловоз";"true"
"1034";"3064499510";"49";"Машина энергетическая самоходная";"true"
"777";"1669134452";"162";"Разбрасыватель песка тракторный";"true"
"778";"1669134452";"163";"Компрессор прицепной";"true"
"779";"1669134452";"28";"Специализированный цистерна";"true"
"780";"1669134452";"10";"Автобус общего назначения";"true"
"781";"1669134452";"15";"Специальный, аварийноремонтная мастерская";"true"
"782";"1669134452";"3";"Фургон хлебный";"true"
"783";"1669134452";"15";"Передвижная автомастерская";"true"
"784";"1669134452";"49";"Ледозаливочная машина";"true"
"785";"1669134452";"3";"Автомобиль-фургон специальный";"true"
"786";"1669134452";"62";"Погрузчик малогабаритный";"true"
"787";"1669134452";"10";"Автомобиль-вахта";"true"
"788";"1669134452";"62";"Строительный фронтальный одноковшовый колесный погрузчик";"true"
"789";"1669134452";"16";"Специальный, подъемник автомобильный типа ПСС";"true"
"790";"1669134452";"60";"Гусеничный кран";"true"
"791";"1669134452";"33";"Комбайн самоходный зерноуборочный";"true"
"792";"1669134452";"163";"Прицеп-станция компрессорная";"true"
"793";"1669134452";"20";"Специальный, передвижная компрессорная станция";"true"
"794";"1726295201";"34";"Установка мобильная сортировочная";"true"
"795";"1726295201";"49";"Электрический коленчатый подъемник";"true"
"796";"1726295201";"11";"Автомобиль-сортиментовоз с ГМ";"true"
"797";"1726295201";"11";"Автомобиль сортиментовоз";"true"
"798";"1726295201";"14";"Автомобиль-фургон специальный";"true"
"799";"1726295201";"16";"Специальный автоэвакуатор оснащенный краном-манипулятором";"true"
"800";"1726295201";"11";"Специальный автогудронатор";"true"
"801";"1726295201";"32";"Трактор сельскохозяйственный";"true"
"802";"1768510182";"162";"Прицеп тракторный сельскохозяйственный специальный";"true"
"803";"1768510182";"33";"Комплекс кормоуборочный высокопроизводительный";"true"
"804";"1768510182";"45";"Агрегат подъемный для ремонта и бурения скважин самоходный";"true"
"805";"1768510182";"38";"Каток дорожный самоходный тандемный вибрационный";"true"
"806";"1768510182";"16";"Автомобиль бортовой специализированный";"true"
"807";"1768510182";"11";"Специализированный, лесовоз с КМУ";"true"
"808";"1768510182";"42";"Дорожно-разметочная машина";"true"
"809";"1768510182";"25";"Прицеп специальный тентованный";"true"
"810";"1768510182";"1";"Бортовая тентованная платформа";"true"
"811";"1768510182";"28";"Специализированный, полуприцеп изотермический";"true"
"812";"1768510182";"25";"Специальный, для рубки древесины";"true"
"813";"1768510182";"35";"Экскаватор одноковшовый гусеничный";"true"
"814";"1768510182";"62";"Контейнерный перегружатель ричстакер";"true"
"815";"1808045428";"60";"Кран монтажный специальный";"true"
"816";"1808045428";"166";"Снегоболотоход многоцелевой";"true"
"817";"1808045428";"62";"Экскаватор-погрузчик фронтальный";"true"
"818";"1808045428";"32";"Трактор колесный малогабаритный";"true"
"819";"1808045428";"25";"Специализированный, прицеп-контейнеровоз";"true"
"820";"1808045428";"21";"Прицеп, фургон изотермический";"true"
"821";"1808045428";"31";"Электрический погрузчик";"true"
"822";"1808045428";"3";"Автомобиль-фургон общего назначения";"true"
"823";"1808045428";"11";"Специализированный, трубоплетевоз";"true"
"824";"1808045428";"25";"Специализированный, прицеп-роспуск трубоплетевозный";"true"
"825";"1808045428";"16";"Автомобиль-самосвал специальный с КМУ";"true"
"826";"1808045428";"25";"Специальный, прицепной измельчитель";"true"
"827";"1808045428";"33";"Комбинированный посевной комплекс";"true"
"828";"1808045428";"3";"Специальный, оснащенный броневой защитой";"true"
"829";"1808045428";"3";"Автомобиль-фургон специализированный";"true"
"830";"1808045428";"25";"Прицеп-фургон общего назначения";"true"
"831";"1829203283";"33";"Самоходная косилка";"true"
"832";"1829203283";"33";"Косилка с двигателем";"true"
"833";"1829203283";"28";"Специализированный, для перевозки автомобилей";"true"
